N,Key,Bemerkung_Maria,Autor,Jahr,Titel,Zeitschrift,DOI,ID_Studie,Screener,Extracter,Lebensraum,Lebensraum_Details,Biotoptyp,Land,Bundesland,Ort,X,Y,geographische_Genauigkeit_km,Antwortvariable,x_Achse,Hauptgruppe_RoteListen,Untergruppe_RoteListen,Untergruppe_RoteListen_Detail,Anzahl_Arten_Gruppen,Startjahr,Endjahr,Dauer,Anzahl_Jahre,ExperimentObservation,Trend,Massnahme_Schutz,Massnahme_Schutz_andere,Massnahme_Management,Massnahme_Impuls,Notizen,LiteraturRawdata,Studie_in_D,ID,StationID,Antwortvariable_ORIG
10655,Schmidt2003,NA,Schmidt A.,2003,Zum Ortsverhalten von Mausohren (Myotis myotis) ostbrandenburgischer Kiefernforste,"Nyctalus (N.F.), Band 8(2003), Heft 5, S. 465-489",NA,NA,NA,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Blaubeer Kiefernforst im Revier Blankes Luch,13.1615707,52.14591584,NA,Abundanz,Jahr,Wirbeltiere,Saeuger,NA,1,1970,2000,31,29,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,NA,NA,NA,NA
10674,Schmidt2010B,NA,Schmidt A.,2010,Zum Überwinterungsverhalten des Abendseglers {Nyctalus noctulä) in Ost-Brandenburg,"Nyctalus (N.F.), Band 15(2010), Heft 1, S. 223-234",NA,NA,NA,Anneka,Wald,NA,Bauwerke,Deutschland,Brandenburg,Beeskow,14.2243115,52.16440462,NA,Abundanz,Jahr,Wirbeltiere,Saeuger,NA,1,1994,2010,17,16,Beobachtung,negative to positive,NA,NSG Beeskow,NA,NA,NA,Literatur,NA,NA,NA,NA
10584,Fischer1982,NA,Fischer A.,1982,Zum Vorkommen der Flede.rmäuse im Bezirk Suhl Teil 1,"Nyctalus (N.F.), Band 1 (1982), Heft 4/5, S. 361 – 379",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Thüringen,Suhl,10.66357557,50.63174556,NA,Abundanz,NA,Wirbeltiere,Saeuger,Säugetiere,1,1953,1979,27,8,Beobachtung,no,NA,NA,NSG Thüringer Wald,NA,NA,Literatur,D,NA,NA,NA
10404,Ohlendorf2011,NA,"Ohlendorfer B. , M. Fritze, C. Rupsch, C. Teumer, D. Brockmann",2011,Zum Vorkommen des Pilzes Geomyces destructans bei Fledermäusen in Sachsen-Anhalt*,"Nyctalus (N.F.), Berlin 16 (2011), Heft 3-4, S. 186-196",NA,NA,Maria Sporbert,Anneka Bücher,Wald,NA,"Felsen, Block- und Schutthalden, Geröllfelder, offene Bereiche mit sandigem oder bindigem Substrat",Deutschland,Sachsen-Anhalt,Harz,10.71253228,51.73645244,NA,Abundanz,Zeit,Wirbeltiere,Saeuger,Säuger,1,1961,2011,51,49,Beobachtung,negative to positive,Nationalpark_Harz,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10594,Haensel1997,NA,"Haensel J., Arnold D., Baier R. & Hahn A.",1997,Zum Vorkommen von Fledermäusen in der ehemaligen sowjetisch-russischen Militärstadt Wünsdorf: Winterquartier-Kontrollen 1 994/95*,"Nyctalus (N.F.), Band 5(1985), Heft 3, S. 233-254",NA,NA,Maria Sporbert,Anneka,Wald,NA,Bauwerke,Deutschland,Brandenburg,Kummersdorf Gut/Heeres- versuchsanlageN I -Raketenschießbahn,13.33747262,52.15634383,NA,Artenzahl,"Jahr, Datum, Gewährsleute",Wirbeltiere,Saeuger,Säugetiere,5,1992,1995,4,4,Beobachtung,negative to positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10237,#NV,NA,"Ryslavy, T.",2017,"Zur Bestandssituation ausgewählter Vogelarten in Brandenburg _ Jahresbericht 2013,2014 & 2015",Naturschutz und Landschaftspflege in Brandenburg,NA,NA,Lena Hartmann,Lena Hartmann,Wald,NA,NA,Deutschland,Brandenburg,"Region Potsdam,Frankfurt (Oder) und Cottbus",13.892,52.105,NA,Abundanz,Zeit,Wirbeltiere,Voegel,Vögel,NA,2013,2015,3,3,Beobachtung,no,NA,NA,NA,NA,"Wie soll der Trend angegeben werden, wenn jede der untersuchten Arten einen eigenen Trend hat?",Literatur,D,NA,NA,NA
10673,Schmidt2010A,NA,Schmidt A.,2010,Zur Biologie des Kleinabendseglers {Nyctalus leisleri) nach Beobachtungen in Ost-Brandenburg,"Nyctalus (N.F.), Band 15(2010), Heft 1, S. 75-83",NA,NA,NA,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Beeskow,14.2243115,52.16440462,NA,Abundanz,Jahr,Wirbeltiere,Saeuger,NA,1,1982,2008,27,28,Beobachtung,no,NA,NSG Beeskow,NA,NA,NA,Literatur,NA,NA,NA,NA
208,Wolf2013,NA,Wolf,2013,Zur Entwicklung von Fragmenten borealer Moorvegetation nach ihrer Verpflanzung - Ergebnisse eines Experiments in der Lausitz,Hercynia,NA,NA,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,Moor,NA,Deutschland,Sachsen,"Lausitz, ehemaliges NSG „Altteicher Moor und Große Jeseritzen“ und wiedervernässter Waldmoor-Ersatzstandort FFH-Gebiet „Trebendorfer Tiergarten“.",14.5821019,51.51757502,20,Abundanz,Zeit,Pflanzen,Moose,Moose,5,2005,2012,8,3,Experiment,negative to positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
209,Wolf2013,NA,Wolf,2013,Zur Entwicklung von Fragmenten borealer Moorvegetation nach ihrer Verpflanzung - Ergebnisse eines Experiments in der Lausitz,Hercynia,NA,NA,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,Moor,NA,Deutschland,Sachsen,"Lausitz, ehemaliges NSG „Altteicher Moor und Große Jeseritzen“ und wiedervernässter Waldmoor-Ersatzstandort FFH-Gebiet „Trebendorfer Tiergarten“.",14.5821019,51.51757502,20,Abundanz,Zeit,Pflanzen,Pflanzen,Pflanzen,9,2005,2012,8,3,Experiment,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10588,Heise1985,NA,Heise G.,1985,"Zur Erstbesiedlung von Quartieren durch "" Waldfledermäuse""","Nyctalus (N.F.), Band 2 (1985), Heft 2, S. 191-197",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Damerower Wald,13.63523803,53.39807935,NA,Abundanz,"Daten, Gründung & Kastenbesatz",Wirbeltiere,Saeuger,Säugetiere,2,1979,1981,3,3,Beobachtung,negative to positive,NA,NA,LSG Damerower Wald,NA,NA,Literatur,D,NA,NA,NA
10589,Heise1985,NA,Heise G.,1985,"Zur Erstbesiedlung von Quartieren durch "" Waldfledermäuse""","Nyctalus (N.F.), Band 2 (1985), Heft 2, S.191-197",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Kiecker,13.60698243,53.36978642,NA,Abundanz,"Daten, Gründung & Kastenbesatz",Wirbeltiere,Saeuger,Säugetiere,1,1980,1981,2,2,Beobachtung,negative to positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10590,Heise1985,NA,Heise G.,1985,"Zur Erstbesiedlung von Quartieren durch "" Waldfledermäuse""","Nyctalus (N.F.), Band 2 (1985), Heft 2, S.191-197",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Zerweliner Heide,13.61966066,53.30005953,NA,Abundanz,"Daten, Gründung & Kastenbesatz",Wirbeltiere,Saeuger,Säugetiere,2,1981,1982,2,2,Beobachtung,negative to positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
237,Jentzsch2004,NA,Jentzsch,2004,"Zur Verbreitung der Haselmaus (Muscardinus avellanarius L innaeus, 1758) in Sachsen-Anhalt",Hercynia,NA,NA,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,NA,NA,Deutschland,Sachsen-Anhalt,Harz,10.66316,51.74021517,50,Abundanz,Zeit,Wirbeltiere,Saeuger,Säuger,1,1920,1988,69,3,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
317,24ED3D2P,NA,"Reinecke, J. et al.",2014,Vegetation change and homogenization of species composition in temperate nutrient deficient Scots pine forests after 45 yr,Journal of Vegetation Science 25 (2014) 113–121,10.1111/jvs.12069,NA,Konrad Adler,Konrad Adler,Wald,Kiefernwälder mit unterschiedlicher Bewirtschaftungsintensität,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,zwei große benachbarte Waldgebiete im Unterspreewald,13.95,52.09722222,NA,Artenzahl,"Zeit, Vegetationstyp",Pflanzen,Pflanzen,Pflanzen,NA,1965,2010,46,2,Beobachtung,positive,NA,NA,NA,NA,"Angabe zum Boden: Oligotrophic gley-podzols and gley-brown soils prevail on alluvial sand sites, and sand dunes comprise mostly podzols, plots of pine forest vegetation on poor acidic soils",Literatur,D,NA,NA,NA
318,24ED3D2P,NA,"Reinecke, J. et al.",2014,Vegetation change and homogenization of species composition in temperate nutrient deficient Scots pine forests after 45 yr,Journal of Vegetation Science 25 (2014) 113–121,10.1111/jvs.12069,NA,Konrad Adler,Konrad Adler,Wald,Kiefernwälder mit unterschiedlicher Bewirtschaftungsintensität,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,zwei große benachbarte Waldgebiete im Unterspreewald,13.95,52.09722222,NA,Artenzahl,"Zeit, Vegetationstyp",Pflanzen,Moose,Moose,NA,1965,2010,46,2,Beobachtung,positive,NA,NA,NA,NA,"Angabe zum Boden: Oligotrophic gley-podzols and gley-brown soils prevail on alluvial sand sites, and sand dunes comprise mostly podzols, plots of pine forest vegetation on poor acidic soils",Literatur,D,NA,NA,NA
319,24ED3D2P,NA,"Reinecke, J. et al.",2014,Vegetation change and homogenization of species composition in temperate nutrient deficient Scots pine forests after 45 yr,Journal of Vegetation Science 25 (2014) 113–121,10.1111/jvs.12069,NA,Konrad Adler,Konrad Adler,Wald,Kiefernwälder mit unterschiedlicher Bewirtschaftungsintensität,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,zwei große benachbarte Waldgebiete im Unterspreewald,13.95,52.09722222,NA,Artenzahl,"Zeit, Vegetationstyp",Pilze_Flechten,Flechten,Flechten,NA,1965,2010,46,2,Beobachtung,positive,NA,NA,NA,NA,"Angabe zum Boden: Oligotrophic gley-podzols and gley-brown soils prevail on alluvial sand sites, and sand dunes comprise mostly podzols, plots of pine forest vegetation on poor acidic soils",Literatur,D,NA,NA,NA
320,24ED3D2P,NA,"Reinecke, J. et al.",2014,Vegetation change and homogenization of species composition in temperate nutrient deficient Scots pine forests after 45 yr,Journal of Vegetation Science 25 (2014) 113–121,10.1111/jvs.12069,NA,Konrad Adler,Konrad Adler,Wald,Kiefernwälder mit unterschiedlicher Bewirtschaftungsintensität,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,zwei große benachbarte Waldgebiete im Unterspreewald,13.95,52.09722222,NA,Artenzahl,"Zeit, Vegetationstyp",Pflanzen,Pflanzen,Pflanzen,NA,1965,2010,46,2,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
321,24ED3D2P,NA,"Reinecke, J. et al.",2014,Vegetation change and homogenization of species composition in temperate nutrient deficient Scots pine forests after 45 yr,Journal of Vegetation Science 25 (2014) 113–121,10.1111/jvs.12069,NA,Konrad Adler,Konrad Adler,Wald,Kiefernwälder mit unterschiedlicher Bewirtschaftungsintensität,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,zwei große benachbarte Waldgebiete im Unterspreewald,13.95,52.09722222,NA,Artenzahl,"Zeit, Vegetationstyp",Pflanzen,Moose,Moose,NA,1965,2010,46,2,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
322,24ED3D2P,NA,"Reinecke, J. et al.",2014,Vegetation change and homogenization of species composition in temperate nutrient deficient Scots pine forests after 45 yr,Journal of Vegetation Science 25 (2014) 113–121,10.1111/jvs.12069,NA,Konrad Adler,Konrad Adler,Wald,Kiefernwälder mit unterschiedlicher Bewirtschaftungsintensität,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,zwei große benachbarte Waldgebiete im Unterspreewald,13.95,52.09722222,NA,Artenzahl,"Zeit, Vegetationstyp",Pilze_Flechten,Flechten,Flechten,NA,1965,2010,46,2,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
323,24ED3D2P,NA,"Reinecke, J. et al.",2014,Vegetation change and homogenization of species composition in temperate nutrient deficient Scots pine forests after 45 yr,Journal of Vegetation Science 25 (2014) 113–121,10.1111/jvs.12069,NA,Konrad Adler,Konrad Adler,Wald,Kiefernwälder mit unterschiedlicher Bewirtschaftungsintensität,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,zwei große benachbarte Waldgebiete im Unterspreewald,13.95,52.09722222,NA,ENS,"Zeit, Vegetationstyp",Pilze_Flechten,Flechten,Flechten,NA,1965,2010,46,2,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
122,2AWXR7KG,NA,Ebert,2011,Umsiedlungserfolg von Larven des Hirschkäfers: Ergebnisse einer fünfjährigen Schlüpf-Kontrolle,Naturschutz und Landschaftsplanung,NA,NA,Maria Sporbert,Maria Sporbert,Wald,NA,NA,Deutschland,Hessen,Wald südl. Flughafen Frankfurt,8.543382969,49.99427885,10,Abundanz,Zeit,Wirbellose,Arthropoden,Arthropoden,1,2006,2010,5,5,Beobachtung,negative to positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
183,2CCR6MBI,korr,Laussmann,2010,150 Jahre Schmetterlingsbeobachtung in Wuppertal – Auswirkungen von Klima- und Landschaftsveränderungen (Lepidoptera),Entomologische Zeitschrift 6/2010,https://www.naturwissenschaftlicher-verein-wuppertal.de/sektionen/Entomologie/downloads/ez6-2010_269-277-Laussmann-kl.pdf,NA,Maria Sporbert,Maria Sporbert,Wald,"25 Biotope: Offenland, Agrarland, Wald, Moore, Siedlungen, Feuchtgebiete","25 Biotope: Offenland, Agrarland, Wald, Moore, Siedlungen, Feuchtgebiete",Deutschland,Nordrhein-Westfalen,Raum Wuppertal,7.16308377,51.25865364,20,Abundanz,Zeit,Wirbellose,Arthropoden,Arthropoden,736,1920,2009,90,3,Beobachtung,negative,NA,NA,NA,NA,umfangreicher Artikel mit Diskussion einzelner Arten: https://www.naturwissenschaftlicher-verein-wuppertal.de/sektionen/Entomologie/downloads/Art3%20NVW%20Schmetterlinge%2061%20%20%2031-100%20%2011.09.pdf,Literatur,D,NA,NA,NA
10524,324V8DKM,NA,Kolbe W.,1994,Fremdländeranbau und Käfervorkommen. Ergebnisse zwei- jähriger Untersuchungen aus dem Staatsforst Burgholz in Wuppertal,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 47. Heft, Seite 40-51",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Artenzahl,NA,Wirbellose,Arthropoden,Arthropoden,NA,1991,1992,2,2,NA,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10525,324V8DKM,NA,Kolbe W.,1994,Fremdländeranbau und Käfervorkommen. Ergebnisse zwei- jähriger Untersuchungen aus dem Staatsforst Burgholz in Wuppertal,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 47. Heft, Seite 40-51",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Artenzahl,NA,Wirbellose,Arthropoden,Arthropoden,NA,1991,1992,2,2,NA,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
526,3B3C8R6S,NA,"Gruppe, A. et al.",2018,Restoration of a Danube floodplain forest: what happens to species richness of terrestrial beetles?,"Restoration Ecology Volume 2, Issue 4: 729-739",https://doi.org/10.1111/rec.12627,NA,Konrad Adler,Konrad Adler,Wald,"zu Beginn: nachhaltig bewirtschafteter Laubwald am Ufer, später: Auenwald",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Bayern,"zwischen Flusskilometer 2.472 und 2.464 der Donau, nahe der Staustufe Bergheim und südlich des Flusses",11.26666667,48.75,NA,Abundanz,Zeit,Wirbellose,Arthropoden,Arthropoden,NA,2007,2012,6,6,Beobachtung,negative,NA,NA,"2009/2010 technische Arbeiten zur Erstellung eines künstlichen Nebenlaufes der Donau zur Errichtung eines neuen Auenwald-Ökosystems (bzw. Wiederherstellung), ab 2011 Beginn der ""Restoration""",NA,"Autoren nennen als Grund der negativen Trends: Studie zeigt nur frühe Phase der Revitalisierung des Auenwald-Bereiches, Käfergesellschaften haben noch nicht genug Zeit zur Etablierung",Literatur,D,NA,NA,NA
527,3B3C8R6S,NA,"Gruppe, A. et al.",2018,Restoration of a Danube floodplain forest: what happens to species richness of terrestrial beetles?,"Restoration Ecology Volume 2, Issue 4: 729-739",10.1111/rec.12627,NA,Konrad Adler,Konrad Adler,Wald,"zu Beginn: nachhaltig bewirtschafteter Laubwald am Ufer, später: Auenwald",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Bayern,"zwischen Flusskilometer 2.472 und 2.464 der Donau, nahe der Staustufe Bergheim und südlich des Flusses",11.26666667,48.75,NA,Artenzahl,Zeit,Wirbellose,Arthropoden,Arthropoden,NA,2007,2012,6,6,Beobachtung,negative,NA,NA,"2009/2010 technische Arbeiten zur Erstellung eines künstlichen Nebenlaufes der Donau zur Errichtung eines neuen Auenwald-Ökosystems (bzw. Wiederherstellung), ab 2011 Beginn der ""Restoration""",NA,"Autoren nennen als Grund der negativen Trends: Studie zeigt nur frühe Phase der Revitalisierung des Auenwald-Bereiches, Käfergesellschaften haben noch nicht genug Zeit zur Etablierung",Literatur,D,NA,NA,NA
528,3B3C8R6S,NA,"Gruppe, A. et al.",2018,Restoration of a Danube floodplain forest: what happens to species richness of terrestrial beetles?,"Restoration Ecology Volume 2, Issue 4: 729-739",10.1111/rec.12627,NA,Konrad Adler,Konrad Adler,Wald,"zu Beginn: nachhaltig bewirtschafteter Laubwald am Ufer, später: Auenwald",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Bayern,"zwischen Flusskilometer 2.472 und 2.464 der Donau, nahe der Staustufe Bergheim und südlich des Flusses",11.26666667,48.75,NA,ENS,Zeit,Wirbellose,Arthropoden,Arthropoden,NA,2007,2012,6,6,Beobachtung,negative,NA,NA,"2009/2010 technische Arbeiten zur Erstellung eines künstlichen Nebenlaufes der Donau zur Errichtung eines neuen Auenwald-Ökosystems (bzw. Wiederherstellung), ab 2011 Beginn der ""Restoration""",NA,"Autoren nennen als Grund der negativen Trends: Studie zeigt nur frühe Phase der Revitalisierung des Auenwald-Bereiches, Käfergesellschaften haben noch nicht genug Zeit zur Etablierung",Literatur,D,NA,NA,NA
884,3XUQKYYK,NA,"Kompa, Thomas et al.",2005,Buchenwald-Sukzession nach Windwurf auf Zechstein-Standorten des südwestlichen Harzvorlandes,Hercynia,NA,NA,Maria Sporbert,Antonio Kind,Wald,NA,NA,Deutschland,Niedersachsen,nahe Düna,10.27361443,51.68465048,5,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1998,2001,4,4,Beobachtung,positive,Andere,Naturschutzgebiet Gipskarstlandschaft Hainholz,NA,NA,flachgründiger Standort im Wald,Literatur,D,NA,NA,NA
885,3XUQKYYK,NA,"Kompa, Thomas et al.",2005,Buchenwald-Sukzession nach Windwurf auf Zechstein-Standorten des südwestlichen Harzvorlandes,Hercynia,NA,NA,Maria Sporbert,Antonio Kind,Wald,NA,NA,Deutschland,Niedersachsen,nahe Düna,10.27361443,51.68465048,5,Abundanz,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1998,2001,4,4,Beobachtung,positive,Andere,Naturschutzgebiet Gipskarstlandschaft Hainholz,NA,NA,flachgründiger und tiefgründiger Standort,Literatur,D,NA,NA,NA
592,3YVJV7GT,NA,"Günther, J. et al.",2004,"Fluctuations of carabid populations inhabiting an ancient woodland (Coleoptera, Carabidae)",Pedobiologia 48: 159-164,10.1016/j.pedobi.2003.11.002,NA,Konrad Adler,Konrad Adler,Wald,alte Buchen- und Eichenwälder (Periclymeno-Fagetum),Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Niedersachsen,"""Hofgehölz Möhr"" im NSG Lüneburger Heide",9.833333333,53.1,NA,Abundanz,Zeit,Wirbellose,Arthropoden,Arthropoden,NA,1994,2002,9,9,Beobachtung,no,Andere,NSG Lüneburger Heide,NA,NA,"Angabe Boden: ""acid ground""",Literatur,D,NA,NA,NA
259,4AEVK2JE,NA,Schönfeld,1977,"Beiträge zur Populationsdynamik der Schleiereule, Tyto alba",Hercynia,NA,NA,Emilia Schlotfeldt,Emilia Schlotfeldt,Wald,NA,NA,Deutschland,Sachsen-Anhalt,Burgenlandkreis,11.74590154,51.14220585,20,Abundanz,Zeit,Wirbeltiere,Voegel,Vögel,1,1968,1974,7,7,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10640,4DT9UXEK,NA,Schmidt A.,2000,Zum Vorkommen von Fledermäusen in Ostbrandenburg in den Jahren 1979 bis 1998,"Nyctalus (N.F.), Band 7(2000), Heft 3, S. 251-270",NA,NA,NA,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Schwarzberge,14.2732111,52.24363785,NA,Abundanz,Jahr,Wirbeltiere,Saeuger,NA,1,1973,1997,25,24,Beobachtung,positive,NA,NSG Schwarzberge,NA,NA,NA,Literatur,NA,NA,NA,NA
10641,4DT9UXEK,NA,Schmidt A.,2000,Zum Vorkommen von Fledermäusen in Ostbrandenburg in den Jahren 1979 bis 1998,"Nyctalus (N.F.), Band 7(2000), Heft 3, S. 251-270",NA,NA,NA,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Schwarzberge,14.2732111,52.24363785,NA,Abundanz,Jahr,Wirbeltiere,Saeuger,NA,1,1973,1997,25,24,Beobachtung,positive,NA,NSG Schwarzberge,NA,NA,NA,Literatur,NA,NA,NA,NA
10642,4DT9UXEK,NA,Schmidt A.,2000,Zum Vorkommen von Fledermäusen in Ostbrandenburg in den Jahren 1979 bis 1998,"Nyctalus (N.F.), Band 7(2000), Heft 3, S. 251-270",NA,NA,NA,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Schwarzberge,14.2732111,52.24363785,NA,Abundanz,Jahr,Wirbeltiere,Saeuger,NA,1,1973,1997,25,24,Beobachtung,positive,NA,NSG Schwarzberge,NA,NA,NA,Literatur,NA,NA,NA,NA
597,4PX89Z47,NA,"Jantsch, M. et al.",2012,Änderungen in der pflanzlichen Biodiversität von Buchenwäldern in Bayern unter dem Aspekt von Global Change,Treffpunkt Biologische Vielfalt 11: 39-44 (BfN-Skripten),nicht vorhanden,NA,Konrad Adler,Konrad Adler,Wald,"Buchenwälder (Aposerido-, Carici und Hordelymo-Fagetum & Luzulo-Fagetum)",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Bayern,NA,11.41966136,48.94757031,150,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1964,2010,47,2,Beobachtung,negative,NA,NA,NA,NA,"pdf = gesamte Zeitschrift, Artikel befindet sich auf S. 39-44, Artikel enthält keine Tabellen/Abbildungen - Infos nur im Fließtext, Erstaufnahmen zw. 1949-1985",Literatur,D,NA,NA,NA
10420,4TEFRGC5,NA,Haensel J.,2013,Fledermäuse in der Zossener Heide – massive Gefährdungen durch einen geplanten Windpark im Wald,"Nyctalus (N.F.), Berlin 18 (2013), Heft 1, S. 28-83",NA,NA,Maria Sporbert,Anneka Bücher,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Zossener Heide,13.53551762,52.1483016,NA,Abundanz,Zeit,Wirbeltiere,Saeuger,Säuger,8,1994,2013,20,6,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
481,52WFJFJS,NA,"Schmidt, W.",1972,Langjährige Veränderungen der Krautschicht eines Kalkbuchenwaldes,Tuexenia 8: 327-338,NA,NA,Maria Sporbert,Maria Sporbert,Wald,Kalkbuchenwald,NA,Deutschland,Niedersachsen,Kalkbuchenwald bei Göttingen,10.02246181,51.54232139,5,Abundanz,Zeit,Pflanzen,Pflanzen,Pflanzen,1,1981,1987,7,7,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
