N,Key,Bemerkung_Maria,Autor,Jahr,Titel,Zeitschrift,DOI,Name_pdf,ID_Studie,Screener,Extracter,Lebensraum,Lebensraum_Details,Biotoptyp,Land,Bundesland,Ort,ZUS,Grossregion,X,Y,geographische_Genauigkeit_km,Breitengrad_Laengengrad,Boden,Antwortvariable,Antwortvariable_andere,Antwortvariable_Einheit,x_Achse,Hauptgruppe_RoteListen,Untergruppe_RoteListen,Untergruppe_RoteListen_Detail,Untergruppe_Andere,Artname_deutsch,Artname_wissensch,Anzahl_Arten_Gruppen,Startjahr,Endjahr,Dauer,Anzahl_beprobte_Jahre,Methode,ExperimentObservation,Trend,Trend_Info,Potential_Metaanalyse,Beschreibung_Potential,Direkte Treiber,Haupttreiber_1,Haupttreiber_2,Nebentreiber_1,Nebentreiber_2,Direkter Treiber_Details,Maßnahme_Schutzgebiet,Maßnahme_Schutzgebiet_Andere,Maßnahme_Managementmaßnahme,Maßnahme_Impulsmaßnahmen,Notizen,Notizen_Maria,LiteraturRawdata,Studie_in_D,Untergruppe_RoteListen_ORIG,KIBA_D_change
341,Meyer2021b,Sys,"Meyer, P. et al.",2021,Long-term development of species richness in a central European beech (Fagus sylvatica) forest affected by windthrow-Support for the intermediate disturbance hypothesis?,"Ecology and Evolution. 2021,11:12801–12815.",10.1002/ece3.8028,Meyer_2021_EcolEvol.pdf,,Konrad Adler,Konrad Adler,Wald,Windwurfflächen in Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,"unbewirtschafteter Windwurfbereich des Naturwaldreservates ""Weiherskopf"" in Südhessen",D47,,9446339487,5037238727,10,,,Artenzahl,,Gesamtartenzahl (Gamma-Diversität),Zeit,Pflanzen,Pflanzen,Pflanzen,Kräuter/Krautschicht,,,Antwortvariable,1990,2013,23,9,Vegetationsaufnahme der Bodenvegetation,Beobachtung,positive to negative,"""hump-back Muster"" beschrieben durch die ""intermediated disturbance hypothesis""",hoch,Fig.3c: Entwicklung der Gamma-Diversität (Gesamtartenzahl pro Jahr) von Kräutern (Bodenvegetation) seit 1990,Andere direkte Treiber,Andere direkte Treiber,,,,"Stürme im Jahr 1990 resultieren in einem Windwurfgebiet, keine Beforstung des Gebietes seit 1989",Andere,Naturwaldreservat Weiherskopf,,,Angabe zum Boden: area of basalt bedrock overlain with loess,,Literatur,D,Farn- und Blütenpflanzen,
342,Meyer2021b,Sys,"Meyer, P. et al.",2021,Long-term development of species richness in a central European beech (Fagus sylvatica) forest affected by windthrow-Support for the intermediate disturbance hypothesis?,"Ecology and Evolution. 2021,11:12801–12815.",10.1002/ece3.8028,Meyer_2021_EcolEvol.pdf,,Konrad Adler,Konrad Adler,Wald,Windwurfflächen in Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,"unbewirtschafteter Windwurfbereich des Naturwaldreservates ""Weiherskopf"" in Südhessen",D47,,9446339487,5037238727,10,,,Artenzahl,,Gesamtartenzahl (Gamma-Diversität),Zeit,Pflanzen,Pflanzen,Pflanzen,Bäume/Baumschicht,,,Antwortvariable,1990,2013,23,9,Vegetationsaufnahme der Baumschicht (Bäume und große Sträucher),Beobachtung,positive to negative,"""hump-back Muster"" beschrieben durch die ""intermediated disturbance hypothesis""",hoch,Fig.3d: Entwicklung der Gamma-Diversität (Gesamtartenzahl pro Jahr) der Baumschicht seit 1990,Andere direkte Treiber,Andere direkte Treiber,,,,"Stürme im Jahr 1990 resultieren in einem Windwurfgebiet, keine Beforstung des Gebietes seit 1989",Andere,Naturwaldreservat Weiherskopf,,,Angabe zum Boden: area of basalt bedrock overlain with loess,,Literatur,D,Farn- und Blütenpflanzen,
343,ECYMPWYU,Sys,"Roth, N. et al.",2019,Decadal effects of landscape-wide enrichment of dead wood on saproxylic organisms in beech forests of different historic management intensity,"Diversity and Distributions. 2019,25:430–441",10.1111/ddi.12870,Roth_2019_DiversDistrib.pdf,,Konrad Adler,Konrad Adler,Wald,Gemäßigter europäischer Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Bayern,Forstrevier Ebrach im Steigerwald,D59,,1048333333,4983333333,,49°N 10°E,,Artenzahl,,Gesamtartenzahl aller Plots einer Kategorie (Gamma-Diversität),Zeit (vor und nach Totholzanreicherung),Wirbellose,Arthropoden,Arthropoden,holzbewohnenden (= xylobionten) Käfer,,,Antwortvariable,2004,2014,10,2,"Sampling mit Flugabfangfallen (""flight interception traps""), manuelles Absuchen des Plots",Beobachtung,no,"Artenrückgang in ehemals moderat genutzten Flächen, kein Trend in ehemals intensiv genutzten Flächen",hoch,Fig. 2a: Gamma-Diversität (Gesamtartenzahl) von Totholzkäfern in den einzelnen Bewirtschaftungskategorien vor (2004) und 10 Jahre nach der Totholzanreicherung (= Managementänderung),Veränderte Land-/Meeresnutzung,Veränderte Land-/Meeresnutzung,,,,"intensiv und mäßig bewirtschaftete Waldbestände bis 2004, danach Änderung zu einem integrativem Naturschutzkonzept inklusive Totholzanreicherung um die Diversität saprophytischer Organismen zu fördern",,,integrative Waldbewirtschaftung mit Totholzanreicherung,,,,Literatur,D,Käfer,
344,ECYMPWYU,Sys,"Roth, N. et al.",2019,Decadal effects of landscape-wide enrichment of dead wood on saproxylic organisms in beech forests of different historic management intensity,"Diversity and Distributions. 2019,25:430–441",10.1111/ddi.12870,Roth_2019_DiversDistrib.pdf,,Konrad Adler,Konrad Adler,Wald,Gemäßigter europäischer Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Bayern,Forstrevier Ebrach im Steigerwald,D59,,1048333333,4983333333,,49°N 10°E,,Artenzahl,,Gesamtartenzahl aller Plots einer Kategorie (Gamma-Diversität),Zeit (vor und nach Totholzanreicherung),Pilze_Flechten,Pilze,Pilze,holzzerstörende (saprophytische) Pilze,,,Antwortvariable,2004,2014,10,2,Erfassung und Bestimmung von makroskopischen Fruchtkörpern (Makromyceten) von holzbewohnenden Pilzen auf allen holzigen Objekten,Beobachtung,no,"Artenzunahme in ehemals intensiv genutzten Flächen, kein Trend in ehemals moderat genutzten Flächen",hoch,Fig. 2b: Gamma-Diversität (Gesamtartenzahl) von saprophytischen Pilzen in den einzelnen Bewirtschaftungskategorien vor (2004) und 10 Jahre nach der Totholzanreicherung (= Managementänderung),Veränderte Land-/Meeresnutzung,Veränderte Land-/Meeresnutzung,,,,"intensiv und mäßig bewirtschaftete Waldbestände bis 2004, danach Änderung zu einem integrativem Naturschutzkonzept inklusive Totholzanreicherung um die Diversität saprophytischer Organismen zu fördern",,,integrative Waldbewirtschaftung mit Totholzanreicherung,,,,Literatur,D,Pilze,
345,AGGGJ8RR,Sys,"Schauer, B. et al.",2018,Influence of tree hollow characteristics on saproxylic beetle diversity in a managed forest,Biodivers Conserv (2018) 27:853–869,10.1007/s10531-017-1467-9,Schauer_2018_BiodiversConserv.pdf,,Konrad Adler,Konrad Adler,Wald,Gemäßigter europäischer Buchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Bayern,Forstrevier Ebrach im Steigerwald,D59,,1048333333,4983333333,,"N 49°50′, E 10°29′",,Artenzahl,,relative Artenzahl,Zeit,Wirbellose,Arthropoden,Arthropoden,holzbewohnenden (= xylobionten) Käfer,,,Antwortvariable,2014,2015,1,2,Sampling mittels Emergenzsammelfallen an Baumlöchern der Buche,Beobachtung,positive,höhere Artenzahl und mehr exklusive Arten in 2015,hoch,"Fig. 2a: Conditional response of explanatory variables explaining species richness for a 23 tree hollows sampled both in 2014 and 2015, Fließtext enthält absolute Artenzahlen: 2014: 55 Arten, 28 Familien, 17 exklusive Arten, 2015: 72 Arten, 31 Familien, 3",,,,,,,,,,,,,Literatur,D,Käfer,
346,Fischer2015B,Sys,"Fischer, A. et al.",2015,Small changes in species composition despite stand-replacing bark beetle outbreak in Picea abies mountain forests,Canadian Journal of Forest Research. 45 (9):1164-1171,10.1139/cjfr-2014-0474,Fischer_2015_ CanJForRes.pdf,,Konrad Adler,Konrad Adler,Wald,Fichtenwälder,Nadel(Misch)Wälder und -Forste,Deutschland,Bayern,alter (südlicher) und neuer (nordwestlicher) Teil des Nationalparks Bayerischer Wald,D61,,1141966136,4894757031,150,,,Abundanz,,prozentualer Deckungsgrad,Zeit,Pflanzen,Pflanzen,Pflanzen,Bäume/Baumschicht,,,1,1998,2010,12,2,Vegetationsaufnahme,Beobachtung,negative,alle Individuen gestorben,hoch,Fig.2: prozentualer Deckungsgrad der Baumschicht vor und 12 Jahre nach Störung,Andere direkte Treiber,Andere direkte Treiber,,,,extremer Borkenkäferbefall beginnend ab Mitte der 90er,Nationalpark_Bayerischer Wald,,,,,,Literatur,D,Farn- und Blütenpflanzen,
347,Fischer2015B,Sys,"Fischer, A. et al.",2015,Small changes in species composition despite stand-replacing bark beetle outbreak in Picea abies mountain forests,Canadian Journal of Forest Research. 45 (9):1164-1171,10.1139/cjfr-2014-0474,Fischer_2015_ CanJForRes.pdf,,Konrad Adler,Konrad Adler,Wald,Fichtenwälder,Nadel(Misch)Wälder und -Forste,Deutschland,Bayern,alter (südlicher) und neuer (nordwestlicher) Teil des Nationalparks Bayerischer Wald,D63,,1337945359,4896738942,10,,,Abundanz,,prozentualer Deckungsgrad,Zeit,Pflanzen,Pflanzen,Pflanzen,Sträucher/Strauchschicht,,,1,1998,2010,12,2,Vegetationsaufnahme,Beobachtung,positive,,hoch,Fig.2: prozentualer Deckungsgrad der Strauchschicht vor und 12 Jahre nach Störung,Andere direkte Treiber,Andere direkte Treiber,,,,extremer Borkenkäferbefall beginnend ab Mitte der 90er,Nationalpark_Bayerischer Wald,,,,,,Literatur,D,Farn- und Blütenpflanzen,
348,Fischer2015B,Sys,"Fischer, A. et al.",2015,Small changes in species composition despite stand-replacing bark beetle outbreak in Picea abies mountain forests,Canadian Journal of Forest Research. 45 (9):1164-1171,10.1139/cjfr-2014-0474,Fischer_2015_ CanJForRes.pdf,,Konrad Adler,Konrad Adler,Wald,Fichtenwälder,Nadel(Misch)Wälder und -Forste,Deutschland,Bayern,alter (südlicher) und neuer (nordwestlicher) Teil des Nationalparks Bayerischer Wald,D63,,1337945359,4896738942,10,,,Abundanz,,mittlerer prozentualer Deckungsgrad,Zeit,Pflanzen,Pflanzen,Pflanzen,,,Calamagrostis villosa,1,1998,2010,12,2,Vegetationsaufnahme,Beobachtung,positive,,hoch,Fig. 5. Mittlere prozentuale Deckung der vier am stärksten differenzierenden Gefäßpflanzenarten zwischen Vegetationsaufnahmen von 1998 und 2010,Andere direkte Treiber,Andere direkte Treiber,,,,extremer Borkenkäferbefall beginnend ab Mitte der 90er,Nationalpark_Bayerischer Wald,,,,"Notiz aus Fließtext: For the whole forest complex, the species richness does not change: all of the species that emerged after the disturbance event were present in the area before the disturbance, but with lower frequency and (or) cover.",,Literatur,D,Farn- und Blütenpflanzen,
349,Fischer2015B,Sys,"Fischer, A. et al.",2015,Small changes in species composition despite stand-replacing bark beetle outbreak in Picea abies mountain forests,Canadian Journal of Forest Research. 45 (9):1164-1171,10.1139/cjfr-2014-0474,Fischer_2015_ CanJForRes.pdf,,Konrad Adler,Konrad Adler,Wald,Fichtenwälder,Nadel(Misch)Wälder und -Forste,Deutschland,Bayern,alter (südlicher) und neuer (nordwestlicher) Teil des Nationalparks Bayerischer Wald,D63,,1337945359,4896738942,10,,,Abundanz,,mittlerer prozentualer Deckungsgrad,Zeit,Pflanzen,Pflanzen,Pflanzen,,,Epilobium angustifolium,1,1998,2010,12,2,Vegetationsaufnahme,Beobachtung,positive,,hoch,Fig. 5. Mittlere prozentuale Deckung der vier am stärksten differenzierenden Gefäßpflanzenarten zwischen Vegetationsaufnahmen von 1998 und 2010,Andere direkte Treiber,Andere direkte Treiber,,,,extremer Borkenkäferbefall beginnend ab Mitte der 90er,Nationalpark_Bayerischer Wald,,,,"Notiz aus Fließtext: For the whole forest complex, the species richness does not change: all of the species that emerged after the disturbance event were present in the area before the disturbance, but with lower frequency and (or) cover.",,Literatur,D,Farn- und Blütenpflanzen,
350,Fischer2015B,Sys,"Fischer, A. et al.",2015,Small changes in species composition despite stand-replacing bark beetle outbreak in Picea abies mountain forests,Canadian Journal of Forest Research. 45 (9):1164-1171,10.1139/cjfr-2014-0474,Fischer_2015_ CanJForRes.pdf,,Konrad Adler,Konrad Adler,Wald,Fichtenwälder,Nadel(Misch)Wälder und -Forste,Deutschland,Bayern,alter (südlicher) und neuer (nordwestlicher) Teil des Nationalparks Bayerischer Wald,D63,,1337945359,4896738942,10,,,Abundanz,,mittlerer prozentualer Deckungsgrad,Zeit,Pflanzen,Pflanzen,Pflanzen,,,Galium saxatile,1,1998,2010,12,2,Vegetationsaufnahme,Beobachtung,positive,,hoch,Fig. 5. Mittlere prozentuale Deckung der vier am stärksten differenzierenden Gefäßpflanzenarten zwischen Vegetationsaufnahmen von 1998 und 2010,Andere direkte Treiber,Andere direkte Treiber,,,,extremer Borkenkäferbefall beginnend ab Mitte der 90er,Nationalpark_Bayerischer Wald,,,,"Notiz aus Fließtext: For the whole forest complex, the species richness does not change: all of the species that emerged after the disturbance event were present in the area before the disturbance, but with lower frequency and (or) cover.",,Literatur,D,Farn- und Blütenpflanzen,
351,Fischer2015B,Sys,"Fischer, A. et al.",2015,Small changes in species composition despite stand-replacing bark beetle outbreak in Picea abies mountain forests,Canadian Journal of Forest Research. 45 (9):1164-1171,10.1139/cjfr-2014-0474,Fischer_2015_ CanJForRes.pdf,,Konrad Adler,Konrad Adler,Wald,Fichtenwälder,Nadel(Misch)Wälder und -Forste,Deutschland,Bayern,alter (südlicher) und neuer (nordwestlicher) Teil des Nationalparks Bayerischer Wald,D63,,1337945359,4896738942,10,,,Abundanz,,mittlerer prozentualer Deckungsgrad,Zeit,Pflanzen,Pflanzen,Pflanzen,,,Rubus idaeus,1,1998,2010,12,2,Vegetationsaufnahme,Beobachtung,positive,,hoch,Fig. 5. Mittlere prozentuale Deckung der vier am stärksten differenzierenden Gefäßpflanzenarten zwischen Vegetationsaufnahmen von 1998 und 2010,Andere direkte Treiber,Andere direkte Treiber,,,,extremer Borkenkäferbefall beginnend ab Mitte der 90er,Nationalpark_Bayerischer Wald,,,,"Notiz aus Fließtext: For the whole forest complex, the species richness does not change: all of the species that emerged after the disturbance event were present in the area before the disturbance, but with lower frequency and (or) cover.",,Literatur,D,Farn- und Blütenpflanzen,
352,BX6CS4BF,Sys,"Siegenthaler, M.B.",2022,Microbial community responses to phosphorus and nitrogen inputs in the organic soil horizons of two contrasting temperate beech forests,Applied Soil Ecology 172:104357,10.1016/j.apsoil.2021.104357,Siegenthaler_2022_ApplSoilEcol.pdf,,Konrad Adler,Konrad Adler,Wald,von Buche (Fagus sylvatica L.) dominierte Waldflächen,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,"Niedersachsen, Bayern","Lüss in der Lüneburger Heide, Bad-Brückenau im Mittelgebirgsgebiet der Rhön",D36,,1005055556,5183944444,,"52◦50′22′′ N, 10◦16′2′′ E, 50◦21′7′′ N, 9◦55′45′′ E",,Artenzahl,,,Zeit,Pilze_Flechten,Pilze,Pilze,mikrobielle Pilzgemeinschaften des Bodens,,,1,2017,2018,1,2,"Bodenprobe, DNA-Extraktion, PCR und (in silico) T-RFLP Analyse zur Bestimmung der Pilztaxonomie mithilfe der ITS-Region",Experiment,no,"positiver Trend für High-P Standort (Bad-Brückenau BBR), kein Trend für Low-P Standort (Lüss LUE)",hoch,Supplementary Material Tab. S7: Richness der taxonomischen Marker (ITS). Mittelwerte und Standardabweichungen pro Standort und Zeitpunkt,Andere direkte Treiber,Andere direkte Treiber,,,,experimentelle Erhöhung der Stickstoff- und Phosphorverfügbarkeit,,,,,"Angabe zum Boden: Hyperdystric Folic Cambisol developed on Pleistocene sands (Lüss Standort), Dystric Skeletic Cambisol developed on basalt (Bad-Brückenau Standort)",,Literatur,D,Pilze,
353,BX6CS4BF,Sys,"Siegenthaler, M.B.",2022,Microbial community responses to phosphorus and nitrogen inputs in the organic soil horizons of two contrasting temperate beech forests,Applied Soil Ecology 172:104357,10.1016/j.apsoil.2021.104357,Siegenthaler_2022_ApplSoilEcol.pdf,,Konrad Adler,Konrad Adler,Wald,von Buche (Fagus sylvatica L.) dominierte Waldflächen,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,"Niedersachsen, Bayern","Lüss in der Lüneburger Heide, Bad-Brückenau im Mittelgebirgsgebiet der Rhön",D36,,1005055556,5183944444,,"52◦50′22′′ N, 10◦16′2′′ E, 50◦21′7′′ N, 9◦55′45′′ E",,ENS,,,Zeit,Pilze_Flechten,Pilze,Pilze,mikrobielle Pilzgemeinschaften des Bodens,,,1,2017,2018,1,2,"Bodenprobe, DNA-Extraktion, PCR und (in silico) T-RFLP Analyse zur Bestimmung der Pilztaxonomie mithilfe der ITS-Region",Experiment,no,"positiver Trend für High-P Standort (Bad-Brückenau BBR), kein Trend für Low-P Standort (Lüss LUE)",hoch,Supplementary Material Tab. S7: Simpson's Diversitätsindex der taxonomischen Marker (ITS). Mittelwerte und Standardabweichungen pro Standort und Zeitpunkt,Andere direkte Treiber,Andere direkte Treiber,,,,experimentelle Erhöhung der Stickstoff- und Phosphorverfügbarkeit,,,,,"Angabe zum Boden: Hyperdystric Folic Cambisol developed on Pleistocene sands (Lüss Standort), Dystric Skeletic Cambisol developed on basalt (Bad-Brückenau Standort)",,Literatur,D,Pilze,
355,AZDPE2RS,Sys,"Strubelt, I. et al.",2019,Inter-annual variation in species composition and richness after coppicing in a restored coppice-with-standards forest,Forest Ecology and Management 432 (2019) 132–139,10.1016/j.foreco.2018.09.014,Strubelt_2019_ForEcolManag_2.pdf,,Konrad Adler,Konrad Adler,Wald,"Coppice-with-standards Projekt (CWS, Niederwald), Galio-Carpinetum",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Niedersachsen,Salzgitter-Höhenzug zwischen Liebenburg und Goslar,D36,,1042319444,5197391667,5,N-S 51°58′46.1″ – 51°58′04.2″N and W-E 10°25′08.5″ – 10°25′39.0″E,,Abundanz,,mittlerer prozentualer Deckungsgrad,"Zeit (Jahre nach ""coppicing"")",Pflanzen,Pflanzen,Pflanzen,Kräuter/Krautschicht,,,1,1994,2013,19,10,Vegetationsaufnahme,Beobachtung,positive to negative,"Zunahme der Deckung in den ersten 3/4 Jahren nach ""coppicing"", danach Abnahme/Stagnation",hoch,"Fig. 1: Entwicklung der Strauchschichtbedeckung in Abhängigkeit von verschiedenen Jahren nach ""coppicing"" (YAC)",Veränderte Land-/Meeresnutzung,Veränderte Land-/Meeresnutzung,,,,Wiedereinführung der CWS Bewirtschaftung im Jahr 1986,,,,,Angabe zum Boden: Limestone rendzina with low water storage capacity,,Literatur,D,Farn- und Blütenpflanzen,
355,AZDPE2RS,Sys,"Strubelt, I. et al.",2019,Inter-annual variation in species composition and richness after coppicing in a restored coppice-with-standards forest,Forest Ecology and Management 432 (2019) 132–139,10.1016/j.foreco.2018.09.014,Strubelt_2019_ForEcolManag_2.pdf,,Konrad Adler,Konrad Adler,Wald,"Coppice-with-standards Projekt (CWS, Niederwald), Galio-Carpinetum",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Niedersachsen,Salzgitter-Höhenzug zwischen Liebenburg und Goslar,D36,,1042319444,5197391667,5,N-S 51°58′46.1″ – 51°58′04.2″N and W-E 10°25′08.5″ – 10°25′39.0″E,,Artenzahl,,mittlerer prozentualer Deckungsgrad,"Zeit (Jahre nach ""coppicing"")",Pflanzen,Pflanzen,Pflanzen,Kräuter/Krautschicht,,,1,1994,2013,19,10,Vegetationsaufnahme,Beobachtung,positive to negative,"Zunahme der Deckung in den ersten 3/4 Jahren nach ""coppicing"", danach Abnahme/Stagnation",hoch,"Fig. 1: Entwicklung der Strauchschichtbedeckung in Abhängigkeit von verschiedenen Jahren nach ""coppicing"" (YAC)",Veränderte Land-/Meeresnutzung,Veränderte Land-/Meeresnutzung,,,,Wiedereinführung der CWS Bewirtschaftung im Jahr 1986,,,,,Angabe zum Boden: Limestone rendzina with low water storage capacity,,Literatur,D,Farn- und Blütenpflanzen,corrected
358,AZDPE2RS,Sys,"Strubelt, I. et al.",2019,Inter-annual variation in species composition and richness after coppicing in a restored coppice-with-standards forest,Forest Ecology and Management 432 (2019) 132–139,10.1016/j.foreco.2018.09.014,Strubelt_2019_ForEcolManag_2.pdf,,Konrad Adler,Konrad Adler,Wald,"Coppice-with-standards Projekt (CWS, Niederwald), Galio-Carpinetum",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Niedersachsen,Salzgitter-Höhenzug zwischen Liebenburg und Goslar,D36,,1042319444,5197391667,5,N-S 51°58′46.1″ – 51°58′04.2″N and W-E 10°25′08.5″ – 10°25′39.0″E,,ENS,,,Zeit,Pflanzen,Pflanzen,Pflanzen,,,,Antwortvariable,1994,2013,19,2,Vegetationsaufnahme,Beobachtung,positive,,hoch,Tab.3: Veränderung der Shannon-Diversität zwischen erster (1994) und letzter (2013) Vegetationsaufnahme,Veränderte Land-/Meeresnutzung,Veränderte Land-/Meeresnutzung,,,,Wiedereinführung der CWS Bewirtschaftung im Jahr 1986,,,,,Angabe zum Boden: Limestone rendzina with low water storage capacity,,Literatur,D,Farn- und Blütenpflanzen,
359,AZDPE2RS,Sys,"Strubelt, I. et al.",2019,Inter-annual variation in species composition and richness after coppicing in a restored coppice-with-standards forest,Forest Ecology and Management 432 (2019) 132–139,10.1016/j.foreco.2018.09.014,Strubelt_2019_ForEcolManag_2.pdf,,Konrad Adler,Konrad Adler,Wald,"Coppice-with-standards Projekt (CWS, Niederwald), Galio-Carpinetum",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Niedersachsen,Salzgitter-Höhenzug zwischen Liebenburg und Goslar,D36,,1042319444,5197391667,5,N-S 51°58′46.1″ – 51°58′04.2″N and W-E 10°25′08.5″ – 10°25′39.0″E,,Abundanz,,Häufigkeit (Anzahl der Plots mit jeweiliger Art),Zeit,Pflanzen,Pflanzen,Pflanzen,Kräuter/Krautschicht,,,>20,1994,2013,19,2,Vegetationsaufnahme,Beobachtung,positive,"16 Gewinnerarten (increasing), 8 Verliererarten (decreasing)",hoch,Tab.4: Arten der Krautschicht mit ausgeprägten Veränderungen in der Häufigkeit (Zunahme oder Abnahme in vier oder mehr Plots von 1994 bis 2013).,Veränderte Land-/Meeresnutzung,Veränderte Land-/Meeresnutzung,,,,Wiedereinführung der CWS Bewirtschaftung im Jahr 1986,,,,,Angabe zum Boden: Limestone rendzina with low water storage capacity,,Literatur,D,Farn- und Blütenpflanzen,
